"Time","Value"
2020-06-06 16:55:00,3219.7199999999993
2020-06-06 16:55:15,3207.8199999999997
2020-06-06 16:55:30,3194.58
2020-06-06 16:55:45,3600.066955
2020-06-06 16:56:00,3780.831333333333
2020-06-06 16:56:15,4134.218191333333
2020-06-06 16:56:30,4283.879999999999
2020-06-06 16:56:45,4406.26
2020-06-06 16:57:00,4429.72
2020-06-06 16:57:15,4377.68
2020-06-06 16:57:30,4376.139999999999
2020-06-06 16:57:45,4409.237941641167
2020-06-06 16:58:00,4413.82
2020-06-06 16:58:15,4433.32
2020-06-06 16:58:30,4396.04
2020-06-06 16:58:45,4306.04
2020-06-06 16:59:00,4294.939052418951
2020-06-06 16:59:15,4348.119999999999
2020-06-06 16:59:30,4434.62
2020-06-06 16:59:45,4315.400000000001
2020-06-06 17:00:00,4253.619146017079
2020-06-06 17:00:15,4139.759999999999
2020-06-06 17:00:30,4121.139999999999
2020-06-06 17:00:45,4070.4401504030084
2020-06-06 17:01:00,4078.36
2020-06-06 17:01:15,4123.54
2020-06-06 17:01:30,4293.9614852297045
2020-06-06 17:01:45,4288.86
2020-06-06 17:02:00,4302.48
2020-06-06 17:02:15,4323.0599999999995
2020-06-06 17:02:30,4354.219227215456
2020-06-06 17:02:45,4266.76
2020-06-06 17:03:00,4282.66
2020-06-06 17:03:15,4057.4010456209126
2020-06-06 17:03:30,4154.16
2020-06-06 17:03:45,4031.1999999999994
2020-06-06 17:04:00,3331.38
2020-06-06 17:04:15,2915.62
2020-06-06 17:04:30,2263.5
2020-06-06 17:04:45,2284.5599999999995
2020-06-06 17:05:00,2308.8999999999996
2020-06-06 17:05:15,2817.2471505430103
2020-06-06 17:05:30,3207.84
2020-06-06 17:05:45,3327.5197927958557
2020-06-06 17:06:00,3421.921344826896
2020-06-06 17:06:15,3240.42
2020-06-06 17:06:30,3244.5799999999995
2020-06-06 17:06:45,3199.8599999999997
2020-06-06 17:07:00,3207.08
2020-06-06 17:07:15,3161.6000000000004
2020-06-06 17:07:30,3217.6983552328957
2020-06-06 17:07:45,3165.96
2020-06-06 17:08:00,3350.8809600192003
2020-06-06 17:08:15,3815.440895217904
2020-06-06 17:08:30,4076.5
2020-06-06 17:08:45,4294.120000000001
2020-06-06 17:09:00,4257.56
2020-06-06 17:09:15,4303.139999999999
2020-06-06 17:09:30,4360.2
2020-06-06 17:09:45,4348.1578947996895
2020-06-06 17:10:00,4297.84
2020-06-06 17:10:15,4238.86
2020-06-06 17:10:30,4173.499521209576
2020-06-06 17:10:45,4266.780000000001
2020-06-06 17:11:00,4302.0599999999995
2020-06-06 17:11:15,4351.440574811496
2020-06-06 17:11:30,4339.72
2020-06-06 17:11:45,4271.041062821256
2020-06-06 17:12:00,4261.32
2020-06-06 17:12:15,4249.879999999999
2020-06-06 17:12:30,4304.639999999999
2020-06-06 17:12:45,4390.94142202844
2020-06-06 17:13:00,4451.46
2020-06-06 17:13:15,4312.18
2020-06-06 17:13:30,4109.258976820463
2020-06-06 17:13:45,3965.38
2020-06-06 17:14:00,4093.2394403888075
2020-06-06 17:14:15,4333.359607192144
2020-06-06 17:14:30,4072.4889041666665
2020-06-06 17:14:45,4299.74
2020-06-06 17:15:00,4243.32

