"Time","0","1"
2020-06-06 16:20:00,259.325293766182,
2020-06-06 16:20:15,423.1929233333333,
2020-06-06 16:20:30,362.979329781886,
2020-06-06 16:20:45,187.9974658966859,125.99461500000001
2020-06-06 16:21:00,0,103.46955944444446
2020-06-06 16:21:15,0,93.46499999999999
2020-06-06 16:21:30,0,0
2020-06-06 16:21:45,0,0
2020-06-06 16:22:00,0,0
2020-06-06 16:22:15,0,0
2020-06-06 16:22:30,0,0
2020-06-06 16:22:45,0,0
2020-06-06 16:23:00,0,0
2020-06-06 16:23:15,0,0
2020-06-06 16:23:30,0,0
2020-06-06 16:23:45,0,0
2020-06-06 16:24:00,0,0
2020-06-06 16:24:15,0,0
2020-06-06 16:24:30,0,0
2020-06-06 16:24:45,0,0
2020-06-06 16:25:00,0,0
2020-06-06 16:25:15,0,0
2020-06-06 16:25:30,0,0
2020-06-06 16:25:45,0,0
2020-06-06 16:26:00,0,0
2020-06-06 16:26:15,0,0
2020-06-06 16:26:30,0,0
2020-06-06 16:26:45,0,0
2020-06-06 16:27:00,0,0
2020-06-06 16:27:15,0,0
2020-06-06 16:27:30,0,0
2020-06-06 16:27:45,0,0
2020-06-06 16:28:00,0,0
2020-06-06 16:28:15,0,0
2020-06-06 16:28:30,0,0
2020-06-06 16:28:45,0,0
2020-06-06 16:29:00,0,0
2020-06-06 16:29:15,0,0
2020-06-06 16:29:30,169.17999999999998,0
2020-06-06 16:29:45,200,0
2020-06-06 16:30:00,200,0
2020-06-06 16:30:15,30.819999999999997,0
2020-06-06 16:30:30,0,0
2020-06-06 16:30:45,0,0
2020-06-06 16:31:00,0,0
2020-06-06 16:31:15,197.73999999999998,0
2020-06-06 16:31:30,200,0
2020-06-06 16:31:45,200,0
2020-06-06 16:32:00,2.26,0
2020-06-06 16:32:15,0,0
2020-06-06 16:32:30,0,0
2020-06-06 16:32:45,0,200
2020-06-06 16:33:00,0,400.0040000800016
2020-06-06 16:33:15,0,400
2020-06-06 16:33:30,0,399.6560000799984
2020-06-06 16:33:45,0,0
2020-06-06 16:34:00,0,0
2020-06-06 16:34:15,0,0
2020-06-06 16:34:30,0,0
2020-06-06 16:34:45,0,0
2020-06-06 16:35:00,0,0
2020-06-06 16:35:15,0,0
2020-06-06 16:35:30,0,0
2020-06-06 16:35:45,0,0
2020-06-06 16:36:00,0,0
2020-06-06 16:36:15,0,0
2020-06-06 16:36:30,0,0
2020-06-06 16:36:45,0,0
2020-06-06 16:37:00,0,0
2020-06-06 16:37:15,0,0
2020-06-06 16:37:30,0,0
2020-06-06 16:37:45,0,0
2020-06-06 16:38:00,0,0
2020-06-06 16:38:15,0,0
2020-06-06 16:38:30,0,0
2020-06-06 16:38:45,0,0
2020-06-06 16:39:00,0,0
2020-06-06 16:39:15,0,0
2020-06-06 16:39:30,0,0
2020-06-06 16:39:45,200,0
2020-06-06 16:40:00,200,0

